id	task_id	user_id	data	created_at	updated_at	confidence	submitted_at 
3352	176	128	Left	2015-04-25 16:15:51	2015-04-25 16:16:16	4	2015-04-25 16:16:16
3353	180	128	Middle	2015-04-25 16:16:17	2015-04-25 16:16:41	4	2015-04-25 16:16:41
3354	172	128	Middle	2015-04-25 16:16:41	2015-04-25 16:17:08	4	2015-04-25 16:17:08
3355	178	128	Right	2015-04-25 16:17:08	2015-04-25 16:17:42	3	2015-04-25 16:17:42
3356	482	128	 Chitty Chitty Bang Bang	2015-04-25 16:18:32	2015-04-25 16:18:57	1	2015-04-25 16:18:57
3357	485	128	Star Wars	2015-04-25 16:18:58	2015-04-25 16:19:24	2	2015-04-25 16:19:24
3358	481	128	My Fair Lady	2015-04-25 16:19:24	2015-04-25 16:19:46	2	2015-04-25 16:19:46
3359	489	128	 2001: A Space Odyssey	2015-04-25 16:19:46	2015-04-25 16:20:19	2	2015-04-25 16:20:19
3360	483	128	 The Godfather	2015-04-25 16:20:20	2015-04-25 16:20:52	2	2015-04-25 16:20:52
3361	487	128	 The Little Mermaid	2015-04-25 16:20:52	2015-04-25 16:21:03	3	2015-04-25 16:21:03
3362	486	128	 Jurassic Park	2015-04-25 16:21:04	2015-04-25 16:21:13	3	2015-04-25 16:21:13
3363	490	128	 Sleeping Beauty	2015-04-25 16:21:13	2015-04-25 16:21:32	2	2015-04-25 16:21:32
3364	488	128	 The Untouchables	2015-04-25 16:21:32	2015-04-25 16:21:41	1	2015-04-25 16:21:41
3365	484	128	 Jaws	2015-04-25 16:21:41	2015-04-25 16:21:57	2	2015-04-25 16:21:57
3366	497	128	Finding Nemo	2015-04-25 16:21:58	2015-04-25 16:22:07	2	2015-04-25 16:22:07
3367	499	128	 Gravity	2015-04-25 16:22:07	2015-04-25 16:22:19	2	2015-04-25 16:22:19
3368	494	128	 Forest Gump	2015-04-25 16:22:19	2015-04-25 16:22:27	1	2015-04-25 16:22:27
3369	493	128	 The Lion King	2015-04-25 16:22:28	2015-04-25 16:22:46	5	2015-04-25 16:22:46
3370	498	128	 A Passage through India	2015-04-25 16:22:46	2015-04-25 16:23:01	2	2015-04-25 16:23:01
3371	495	128	 The Lord of the Rings	2015-04-25 16:23:02	2015-04-25 16:23:11	2	2015-04-25 16:23:11
3372	492	128	 Titanic	2015-04-25 16:23:11	2015-04-25 16:23:26	5	2015-04-25 16:23:26
3373	491	128	 The Shawshank Redemption	2015-04-25 16:23:27	2015-04-25 16:23:47	2	2015-04-25 16:23:47
3374	496	128	Slumdog Millionaire	2015-04-25 16:23:48	2015-04-25 16:24:14	1	2015-04-25 16:24:14
3375	500	128	 The Artist	2015-04-25 16:24:15	2015-04-25 16:24:38	1	2015-04-25 16:24:38
3376	343	128	300	2015-04-25 16:25:34	2015-04-25 16:25:49	3	2015-04-25 16:25:49
3377	350	128	200	2015-04-25 16:25:49	2015-04-25 16:25:58	2	2015-04-25 16:25:58
3378	349	128	400	2015-04-25 16:25:58	2015-04-25 16:26:09	3	2015-04-25 16:26:09
3379	345	128	350	2015-04-25 16:26:09	2015-04-25 16:26:22	3	2015-04-25 16:26:22
3380	346	128	100	2015-04-25 16:26:22	2015-04-25 16:26:31	2	2015-04-25 16:26:31
3381	342	128	200	2015-04-25 16:26:32	2015-04-25 16:26:44	2	2015-04-25 16:26:44
3382	348	128	200	2015-04-25 16:26:45	2015-04-25 16:26:57	2	2015-04-25 16:26:57
3383	341	128	250	2015-04-25 16:26:58	2015-04-25 16:27:14	3	2015-04-25 16:27:14
3384	344	128	200	2015-04-25 16:27:14	2015-04-25 16:27:26	3	2015-04-25 16:27:26
3385	347	128	200	2015-04-25 16:27:26	2015-04-25 16:27:38	3	2015-04-25 16:27:38
3386	353	128	200	2015-04-25 16:27:38	2015-04-25 16:27:51	2	2015-04-25 16:27:51
3387	359	128	150	2015-04-25 16:27:51	2015-04-25 16:28:02	3	2015-04-25 16:28:02
3388	358	128	380	2015-04-25 16:28:03	2015-04-25 16:28:15	3	2015-04-25 16:28:15
3389	355	128	350	2015-04-25 16:28:16	2015-04-25 16:28:25	3	2015-04-25 16:28:25
3390	354	128	250	2015-04-25 16:28:26	2015-04-25 16:28:37	3	2015-04-25 16:28:37
3391	356	128	300	2015-04-25 16:28:38	2015-04-25 16:28:50	3	2015-04-25 16:28:50
3392	357	128	300	2015-04-25 16:28:50	2015-04-25 16:28:59	3	2015-04-25 16:28:59
3393	351	128	450	2015-04-25 16:28:59	2015-04-25 16:29:09	3	2015-04-25 16:29:09
3394	352	128	450	2015-04-25 16:29:10	2015-04-25 16:29:22	3	2015-04-25 16:29:22
3395	360	128	250	2015-04-25 16:29:22	2015-04-25 16:29:38	3	2015-04-25 16:29:38
3396	108	128	England	2015-04-25 16:30:11	2015-04-25 16:30:22	4	2015-04-25 16:30:22
3397	110	128	Egypt	2015-04-25 16:30:23	2015-04-25 16:30:36	2	2015-04-25 16:30:36
3398	106	128	Turkey	2015-04-25 16:30:36	2015-04-25 16:30:55	3	2015-04-25 16:30:55
3399	104	128	China	2015-04-25 16:30:55	2015-04-25 16:31:04	4	2015-04-25 16:31:04
3400	101	128	South Africa	2015-04-25 16:31:04	2015-04-25 16:31:21	1	2015-04-25 16:31:21
3401	105	128	Italy	2015-04-25 16:31:22	2015-04-25 16:31:32	3	2015-04-25 16:31:32
3402	103	128	Austria	2015-04-25 16:31:32	2015-04-25 16:31:50	2	2015-04-25 16:31:50
3403	102	128	Jordan	2015-04-25 16:31:50	2015-04-25 16:32:06	1	2015-04-25 16:32:06
3404	109	128	United States	2015-04-25 16:32:07	2015-04-25 16:32:15	4	2015-04-25 16:32:15
3405	107	128	Lebanon	2015-04-25 16:32:15	2015-04-25 16:32:34	3	2015-04-25 16:32:34
3406	112	128	Spain	2015-04-25 16:32:35	2015-04-25 16:32:56	1	2015-04-25 16:32:56
3407	113	128	Brazil	2015-04-25 16:32:57	2015-04-25 16:33:06	1	2015-04-25 16:33:06
3408	115	128	Chile	2015-04-25 16:33:06	2015-04-25 16:33:30	2	2015-04-25 16:33:30
3409	118	128	India	2015-04-25 16:33:30	2015-04-25 16:33:46	5	2015-04-25 16:33:46
3410	111	128	Algeria	2015-04-25 16:33:46	2015-04-25 16:34:04	1	2015-04-25 16:34:04
3411	119	128	Jordan	2015-04-25 16:34:04	2015-04-25 16:34:13	3	2015-04-25 16:34:13
3412	116	128	Algeria	2015-04-25 16:34:13	2015-04-25 16:34:24	2	2015-04-25 16:34:24
3413	117	128	Peru	2015-04-25 16:34:24	2015-04-25 16:34:39	2	2015-04-25 16:34:39
3414	120	128	Israel	2015-04-25 16:34:40	2015-04-25 16:34:55	1	2015-04-25 16:34:55
3415	114	128	Singapore	2015-04-25 16:34:56	2015-04-25 16:35:05	1	2015-04-25 16:35:05
3416	506	128	right	2015-04-25 16:36:25	2015-04-25 16:36:45	4	2015-04-25 16:36:45
3417	503	128	right	2015-04-25 16:36:46	2015-04-25 16:37:12	3	2015-04-25 16:37:12
3418	509	128	right	2015-04-25 16:37:13	2015-04-25 16:37:43	3	2015-04-25 16:37:43
3419	507	128	right	2015-04-25 16:37:43	2015-04-25 16:38:15	3	2015-04-25 16:38:15
3420	508	128	left	2015-04-25 16:38:16	2015-04-25 16:38:40	1	2015-04-25 16:38:40
3421	510	128	right	2015-04-25 16:38:40	2015-04-25 16:38:58	3	2015-04-25 16:38:58
3422	502	128	left	2015-04-25 16:38:58	2015-04-25 16:39:14	3	2015-04-25 16:39:14
3423	501	128	right	2015-04-25 16:39:14	2015-04-25 16:39:36	3	2015-04-25 16:39:36
3424	505	128	left	2015-04-25 16:39:36	2015-04-25 16:39:56	3	2015-04-25 16:39:56
3425	504	128	left	2015-04-25 16:39:56	2015-04-25 16:40:15	4	2015-04-25 16:40:15
3426	512	128	left	2015-04-25 16:40:15	2015-04-25 16:40:34	3	2015-04-25 16:40:34
3427	514	128	right	2015-04-25 16:40:35	2015-04-25 16:40:50	3	2015-04-25 16:40:50
3428	517	128	right	2015-04-25 16:40:50	2015-04-25 16:41:13	3	2015-04-25 16:41:13
3429	511	128	left	2015-04-25 16:41:13	2015-04-25 16:41:30	3	2015-04-25 16:41:30
3430	519	128	right	2015-04-25 16:41:31	2015-04-25 16:41:54	3	2015-04-25 16:41:54
3431	516	128	right	2015-04-25 16:41:54	2015-04-25 16:42:13	3	2015-04-25 16:42:13
3432	515	128	left	2015-04-25 16:42:14	2015-04-25 16:42:34	3	2015-04-25 16:42:34
3433	520	128	right	2015-04-25 16:42:35	2015-04-25 16:42:58	3	2015-04-25 16:42:58
3434	518	128	right	2015-04-25 16:42:59	2015-04-25 16:43:24	3	2015-04-25 16:43:24
3435	513	128	right	2015-04-25 16:43:24	2015-04-25 16:43:42	3	2015-04-25 16:43:42
3436	481	129	 The Sound of Music	2015-04-25 16:58:00	2015-04-25 16:58:40	3	2015-04-25 16:58:40
3437	484	129	 Jurassic Park	2015-04-25 16:58:41	2015-04-25 16:59:06	5	2015-04-25 16:59:06
3438	482	129	null	2015-04-25 16:59:06	2015-04-25 16:59:06	0	2015-04-25 16:59:06
3439	488	130	null	2015-04-25 17:09:44	2015-04-25 17:09:44	0	2015-04-25 17:09:44
3440	350	134	null	2015-04-25 17:14:52	2015-04-25 17:14:52	0	2015-04-25 17:14:52
3441	502	135	timeout	2015-04-25 17:15:34	2015-04-25 17:16:31	0	2015-04-25 17:15:34
3442	506	135	timeout	2015-04-25 17:16:31	2015-04-25 17:18:29	0	2015-04-25 17:16:31
3443	509	135	timeout	2015-04-25 17:18:29	2015-04-25 17:19:20	0	2015-04-25 17:18:29
3444	505	135	timeout	2015-04-25 17:19:20	2015-04-25 17:20:06	0	2015-04-25 17:19:20
3445	504	135	timeout	2015-04-25 17:20:06	2015-04-25 17:20:53	0	2015-04-25 17:20:06
3446	503	135	timeout	2015-04-25 17:20:53	2015-04-25 17:28:39	0	2015-04-25 17:20:53
3447	507	135	timeout	2015-04-25 17:28:39	2015-04-25 17:29:28	0	2015-04-25 17:28:39
3448	508	135	timeout	2015-04-25 17:29:28	2015-04-25 17:31:44	0	2015-04-25 17:29:28
3449	510	135	timeout	2015-04-25 17:31:44	2015-04-25 17:32:37	0	2015-04-25 17:31:44
3450	501	135	timeout	2015-04-25 17:32:37	2015-04-25 17:33:26	0	2015-04-25 17:32:37
3451	517	135	timeout	2015-04-25 17:33:26	2015-04-25 17:34:24	0	2015-04-25 17:33:26
3452	512	135	timeout	2015-04-25 17:34:24	2015-04-25 17:37:04	0	2015-04-25 17:34:24
3453	511	135	left	2015-04-25 17:37:04	2015-04-25 17:37:11	3	2015-04-25 17:37:11
3454	518	135	left	2015-04-25 17:37:11	2015-04-25 17:37:14	2	2015-04-25 17:37:14
3455	513	135	left	2015-04-25 17:37:17	2015-04-25 17:37:27	2	2015-04-25 17:37:27
3456	520	135	right	2015-04-25 17:37:27	2015-04-25 17:37:30	1	2015-04-25 17:37:30
3457	514	135	right	2015-04-25 17:37:30	2015-04-25 17:37:35	1	2015-04-25 17:37:35
3458	515	135	right	2015-04-25 17:37:35	2015-04-25 17:37:40	1	2015-04-25 17:37:40
3459	519	135	right	2015-04-25 17:37:40	2015-04-25 17:37:44	1	2015-04-25 17:37:44
3460	516	135	left	2015-04-25 17:37:45	2015-04-25 17:37:53	3	2015-04-25 17:37:53
3461	341	135	timeout	2015-04-25 17:39:44	2015-04-25 17:42:32	0	2015-04-25 17:39:44
3462	350	135	null	2015-04-25 17:42:32	2015-04-25 17:42:32	0	2015-04-25 17:42:32
3463	169	136	timeout	2015-04-25 17:43:13	2015-04-25 17:44:00	0	2015-04-25 17:43:13
3464	162	136	Left	2015-04-25 17:44:00	2015-04-25 17:44:04	3	2015-04-25 17:44:04
3465	167	136	Left	2015-04-25 17:44:05	2015-04-25 17:44:08	1	2015-04-25 17:44:08
3466	165	136	Left	2015-04-25 17:44:08	2015-04-25 17:44:12	1	2015-04-25 17:44:12
3467	161	136	Left	2015-04-25 17:44:12	2015-04-25 17:44:15	1	2015-04-25 17:44:15
3468	168	136	Left	2015-04-25 17:44:15	2015-04-25 17:44:19	1	2015-04-25 17:44:19
3469	164	136	Left	2015-04-25 17:44:19	2015-04-25 17:44:24	1	2015-04-25 17:44:24
3470	170	136	Left	2015-04-25 17:44:24	2015-04-25 17:44:30	1	2015-04-25 17:44:30
3471	163	136	Left	2015-04-25 17:44:30	2015-04-25 17:44:33	1	2015-04-25 17:44:33
3472	166	136	Left	2015-04-25 17:44:33	2015-04-25 17:44:38	1	2015-04-25 17:44:38
3473	180	136	Left	2015-04-25 17:44:38	2015-04-25 17:44:42	2	2015-04-25 17:44:42
3474	179	136	Left	2015-04-25 17:44:43	2015-04-25 17:44:46	1	2015-04-25 17:44:46
3475	172	136	Left	2015-04-25 17:44:47	2015-04-25 17:44:50	1	2015-04-25 17:44:50
3476	177	136	Left	2015-04-25 17:44:51	2015-04-25 17:44:58	1	2015-04-25 17:44:58
3477	175	136	Left	2015-04-25 17:44:58	2015-04-25 17:45:05	1	2015-04-25 17:45:05
3478	174	136	Left	2015-04-25 17:45:06	2015-04-25 17:45:10	1	2015-04-25 17:45:10
3479	176	136	Left	2015-04-25 17:45:10	2015-04-25 17:45:22	1	2015-04-25 17:45:22
3480	171	136	Left	2015-04-25 17:45:22	2015-04-25 17:45:27	1	2015-04-25 17:45:27
3481	173	136	Left	2015-04-25 17:45:27	2015-04-25 17:45:34	1	2015-04-25 17:45:34
3482	178	136	Left	2015-04-25 17:45:35	2015-04-25 17:45:42	1	2015-04-25 17:45:42
3483	486	141	timeout	2015-04-25 17:48:05	2015-04-25 17:48:54	0	2015-04-25 17:48:05
3484	487	141	null	2015-04-25 17:48:54	2015-04-25 17:48:54	0	2015-04-25 17:48:54
3485	507	143	timeout	2015-04-25 17:56:50	2015-04-25 17:57:43	0	2015-04-25 17:56:50
3486	503	143	timeout	2015-04-25 17:57:43	2015-04-25 17:58:33	0	2015-04-25 17:57:43
3487	344	142	timeout	2015-04-25 17:58:15	2015-04-25 17:59:55	0	2015-04-25 17:58:15
3488	504	143	timeout	2015-04-25 17:58:33	2015-04-25 18:01:57	0	2015-04-25 17:58:33
3489	343	142	timeout	2015-04-25 17:59:55	2015-04-25 18:00:28	0	2015-04-25 17:59:55
3490	348	142	500	2015-04-25 18:00:28	2015-04-25 18:00:37	3	2015-04-25 18:00:37
3491	345	142	timeout	2015-04-25 18:00:37	2015-04-25 18:01:11	0	2015-04-25 18:00:37
3492	342	142	timeout	2015-04-25 18:01:11	2015-04-25 18:02:32	0	2015-04-25 18:01:11
3493	502	143	left	2015-04-25 18:01:57	2015-04-25 18:02:10	4	2015-04-25 18:02:10
3494	509	143	null	2015-04-25 18:02:11	2015-04-25 18:02:11	0	2015-04-25 18:02:11
3495	346	142	20	2015-04-25 18:02:32	2015-04-25 18:02:44	4	2015-04-25 18:02:44
3496	341	142	timeout	2015-04-25 18:02:44	2015-04-25 18:03:19	0	2015-04-25 18:02:44
3497	350	142	22	2015-04-25 18:03:19	2015-04-25 18:03:38	4	2015-04-25 18:03:38
3498	349	142	timeout	2015-04-25 18:03:38	2015-04-25 18:06:40	0	2015-04-25 18:03:38
3499	347	142	133	2015-04-25 18:06:40	2015-04-25 18:06:47	3	2015-04-25 18:06:47
3500	353	142	1	2015-04-25 18:06:47	2015-04-25 18:06:54	2	2015-04-25 18:06:54
3501	352	142	timeout	2015-04-25 18:06:54	2015-04-25 18:07:41	0	2015-04-25 18:06:54
3502	357	142	108	2015-04-25 18:07:41	2015-04-25 18:07:50	3	2015-04-25 18:07:50
3503	351	142	1111	2015-04-25 18:07:50	2015-04-25 18:07:54	3	2015-04-25 18:07:54
3504	360	142	11	2015-04-25 18:07:54	2015-04-25 18:07:59	3	2015-04-25 18:07:59
3505	359	142	999	2015-04-25 18:07:59	2015-04-25 18:08:04	3	2015-04-25 18:08:04
3506	354	142	1123	2015-04-25 18:08:05	2015-04-25 18:08:09	3	2015-04-25 18:08:09
3507	358	142	12	2015-04-25 18:08:09	2015-04-25 18:08:12	3	2015-04-25 18:08:12
3508	355	142	3535	2015-04-25 18:08:13	2015-04-25 18:08:17	3	2015-04-25 18:08:17
3509	356	142	null	2015-04-25 18:08:17	2015-04-25 18:08:17	0	2015-04-25 18:08:17
3510	343	145	timeout	2015-04-25 18:18:40	2015-04-25 18:19:23	0	2015-04-25 18:18:40
3511	349	145	timeout	2015-04-25 18:19:23	2015-04-25 18:20:15	0	2015-04-25 18:19:23
3512	341	145	400	2015-04-25 18:20:15	2015-04-25 18:20:25	3	2015-04-25 18:20:25
3513	350	145	timeout	2015-04-25 18:20:26	2015-04-25 18:28:19	0	2015-04-25 18:20:26
3514	105	62	France	2015-04-25 18:21:24	2015-04-25 18:21:32	4	2015-04-25 18:21:32
3515	107	62	null	2015-04-25 18:21:33	2015-04-25 18:21:33	0	2015-04-25 18:21:33
3516	344	145	timeout	2015-04-25 18:28:19	2015-04-25 18:34:16	0	2015-04-25 18:28:19
3517	346	145	timeout	2015-04-25 18:34:16	2015-04-25 18:34:49	0	2015-04-25 18:34:16
3518	342	145	timeout	2015-04-25 18:34:49	2015-04-25 18:35:42	0	2015-04-25 18:34:49
3519	347	145	timeout	2015-04-25 18:35:42	2015-04-25 18:36:30	0	2015-04-25 18:35:42
3520	348	145	timeout	2015-04-25 18:36:30	2015-04-25 18:37:35	0	2015-04-25 18:36:30
3521	166	144	timeout	2015-04-25 18:36:45	2015-04-25 18:38:45	0	2015-04-25 18:36:45
3522	345	145	timeout	2015-04-25 18:37:35	2015-04-25 18:39:02	0	2015-04-25 18:37:35
3523	163	144	timeout	2015-04-25 18:38:45	2015-04-25 18:39:33	0	2015-04-25 18:38:45
3524	355	145	timeout	2015-04-25 18:39:02	2015-04-25 18:39:32	0	2015-04-25 18:39:02
3525	352	145	timeout	2015-04-25 18:39:32	2015-04-25 18:40:07	0	2015-04-25 18:39:32
3526	169	144	timeout	2015-04-25 18:39:33	2015-04-25 18:41:59	0	2015-04-25 18:39:33
3527	360	145	timeout	2015-04-25 18:40:07	2015-04-25 19:13:53	0	2015-04-25 18:40:07
3528	170	144	timeout	2015-04-25 18:41:59	2015-04-25 18:42:48	0	2015-04-25 18:41:59
3529	164	144	Middle	2015-04-25 18:42:48	2015-04-25 18:43:06	3	2015-04-25 18:43:06
3530	162	144	timeout	2015-04-25 18:43:06	2015-04-25 18:49:21	0	2015-04-25 18:43:06
3531	165	144	timeout	2015-04-25 18:49:21	2015-04-25 18:50:46	0	2015-04-25 18:49:21
3532	167	144	timeout	2015-04-25 18:50:46	2015-04-25 18:53:40	0	2015-04-25 18:50:46
3533	161	144	timeout	2015-04-25 18:53:40	2015-04-26 17:07:24	0	2015-04-25 18:53:40
3534	357	145	timeout	2015-04-25 19:13:53	2015-04-25 20:00:33	0	2015-04-25 19:13:53
3535	489	148	null	2015-04-25 19:59:01	2015-04-25 19:59:01	0	2015-04-25 19:59:01
3536	486	149	null	2015-04-25 19:59:59	2015-04-25 19:59:59	0	2015-04-25 19:59:59
3537	353	145	21	2015-04-25 20:00:33	2015-04-25 20:00:42	2	2015-04-25 20:00:42
3538	358	145	32	2015-04-25 20:00:43	2015-04-25 20:00:49	1	2015-04-25 20:00:49
3539	354	145	timeout	2015-04-25 20:00:49	2015-04-25 20:01:40	0	2015-04-25 20:00:49
3540	351	145	timeout	2015-04-25 20:01:40	2015-04-25 20:05:06	0	2015-04-25 20:01:40
3541	359	145	timeout	2015-04-25 20:05:06	2015-04-25 20:06:35	0	2015-04-25 20:05:06
3542	356	145	32	2015-04-25 20:06:35	2015-04-25 20:06:44	2	2015-04-25 20:06:44
3543	489	150	null	2015-04-25 20:10:45	2015-04-25 20:10:45	0	2015-04-25 20:10:45
3544	167	152	timeout	2015-04-25 20:21:41	2015-04-25 20:25:59	0	2015-04-25 20:21:41
3545	165	152	timeout	2015-04-25 20:25:59	2015-04-25 20:27:22	0	2015-04-25 20:25:59
3546	161	152	timeout	2015-04-25 20:27:22	2015-04-25 20:28:23	0	2015-04-25 20:27:22
3547	162	152	timeout	2015-04-25 20:28:23	2015-04-25 20:29:12	0	2015-04-25 20:28:23
3548	169	152	timeout	2015-04-25 20:29:12	2015-04-25 20:30:08	0	2015-04-25 20:29:12
3549	166	152	timeout	2015-04-25 20:30:08	2015-04-25 20:30:58	0	2015-04-25 20:30:08
3550	164	152	timeout	2015-04-25 20:30:58	2015-04-25 20:33:39	0	2015-04-25 20:30:58
3551	163	152	Middle	2015-04-25 20:33:39	2015-04-25 20:33:55	2	2015-04-25 20:33:55
3552	168	152	Left	2015-04-25 20:33:55	2015-04-25 20:34:04	2	2015-04-25 20:34:04
3553	170	152	Right	2015-04-25 20:34:05	2015-04-25 20:34:14	2	2015-04-25 20:34:14
3554	171	152	Right	2015-04-25 20:34:15	2015-04-25 20:34:25	2	2015-04-25 20:34:25
3555	180	152	Right	2015-04-25 20:34:26	2015-04-25 20:34:35	2	2015-04-25 20:34:35
3556	173	152	Right	2015-04-25 20:34:36	2015-04-25 20:34:44	2	2015-04-25 20:34:44
3557	174	152	Right	2015-04-25 20:34:45	2015-04-25 20:34:50	2	2015-04-25 20:34:50
3558	177	152	Right	2015-04-25 20:34:51	2015-04-25 20:34:56	2	2015-04-25 20:34:56
3559	175	152	Right	2015-04-25 20:34:57	2015-04-25 20:35:10	2	2015-04-25 20:35:10
3560	176	152	Right	2015-04-25 20:35:12	2015-04-25 20:35:23	2	2015-04-25 20:35:23
3561	178	152	Right	2015-04-25 20:35:23	2015-04-25 20:35:40	2	2015-04-25 20:35:40
3562	172	152	Right	2015-04-25 20:35:43	2015-04-25 20:35:51	2	2015-04-25 20:35:51
3563	179	152	Right	2015-04-25 20:35:52	2015-04-25 20:36:00	2	2015-04-25 20:36:00
3564	502	152	left	2015-04-25 20:38:16	2015-04-25 20:38:39	2	2015-04-25 20:38:39
3565	503	152	right	2015-04-25 20:38:40	2015-04-25 20:38:52	3	2015-04-25 20:38:52
3566	510	152	left	2015-04-25 20:38:53	2015-04-25 20:39:02	2	2015-04-25 20:39:02
3567	501	152	right	2015-04-25 20:39:03	2015-04-25 20:39:07	3	2015-04-25 20:39:07
3568	504	152	right	2015-04-25 20:39:07	2015-04-25 20:39:17	3	2015-04-25 20:39:17
3569	509	152	right	2015-04-25 20:39:18	2015-04-25 20:39:23	3	2015-04-25 20:39:23
3570	505	152	right	2015-04-25 20:39:23	2015-04-25 20:39:32	3	2015-04-25 20:39:32
3571	508	152	left	2015-04-25 20:39:33	2015-04-25 20:39:38	3	2015-04-25 20:39:38
3572	507	152	right	2015-04-25 20:39:39	2015-04-25 20:39:46	2	2015-04-25 20:39:46
3573	506	152	right	2015-04-25 20:39:47	2015-04-25 20:39:59	2	2015-04-25 20:39:59
3574	520	152	right	2015-04-25 20:40:00	2015-04-25 20:40:04	2	2015-04-25 20:40:04
3575	516	152	right	2015-04-25 20:40:06	2015-04-25 20:40:19	3	2015-04-25 20:40:19
3576	514	152	right	2015-04-25 20:40:19	2015-04-25 20:40:23	3	2015-04-25 20:40:23
3577	513	152	right	2015-04-25 20:40:25	2015-04-25 20:40:39	3	2015-04-25 20:40:39
3578	511	152	right	2015-04-25 20:40:40	2015-04-25 20:40:53	2	2015-04-25 20:40:53
3579	518	152	right	2015-04-25 20:40:54	2015-04-25 20:41:02	3	2015-04-25 20:41:02
3580	515	152	right	2015-04-25 20:41:03	2015-04-25 20:41:08	2	2015-04-25 20:41:08
3581	519	152	right	2015-04-25 20:41:08	2015-04-25 20:41:16	2	2015-04-25 20:41:16
3582	512	152	right	2015-04-25 20:41:16	2015-04-25 20:41:27	2	2015-04-25 20:41:27
3583	517	152	right	2015-04-25 20:41:28	2015-04-25 20:41:33	2	2015-04-25 20:41:33
3584	104	152	China	2015-04-25 20:41:51	2015-04-25 20:42:09	5	2015-04-25 20:42:09
3585	110	152	Greece	2015-04-25 20:42:09	2015-04-25 20:42:20	3	2015-04-25 20:42:20
3586	103	152	Spain	2015-04-25 20:42:20	2015-04-25 20:42:27	4	2015-04-25 20:42:27
3587	101	152	Algeria	2015-04-25 20:42:27	2015-04-25 20:42:39	3	2015-04-25 20:42:39
3588	106	152	Egypt	2015-04-25 20:42:39	2015-04-25 20:42:45	3	2015-04-25 20:42:45
3589	105	152	Lebanon	2015-04-25 20:42:46	2015-04-25 20:42:51	3	2015-04-25 20:42:51
3590	109	152	Chile	2015-04-25 20:42:52	2015-04-25 20:43:00	3	2015-04-25 20:43:00
3591	108	152	Italy	2015-04-25 20:43:00	2015-04-25 20:43:05	3	2015-04-25 20:43:05
3592	102	152	Austria	2015-04-25 20:43:06	2015-04-25 20:43:14	3	2015-04-25 20:43:14
3593	107	152	timeout	2015-04-25 20:43:14	2015-04-25 20:43:52	0	2015-04-25 20:43:14
3594	117	152	Peru	2015-04-25 20:43:52	2015-04-25 20:44:00	3	2015-04-25 20:44:00
3595	118	152	Uganda	2015-04-25 20:44:01	2015-04-25 20:44:09	2	2015-04-25 20:44:09
3596	113	152	Brazil	2015-04-25 20:44:10	2015-04-25 20:44:16	1	2015-04-25 20:44:16
3597	119	152	India	2015-04-25 20:44:16	2015-04-25 20:44:25	2	2015-04-25 20:44:25
3598	116	152	Turkey	2015-04-25 20:44:25	2015-04-25 20:44:30	2	2015-04-25 20:44:30
3599	115	152	Chile	2015-04-25 20:44:30	2015-04-25 20:44:34	2	2015-04-25 20:44:34
3600	114	152	Jordan	2015-04-25 20:44:35	2015-04-25 20:44:40	2	2015-04-25 20:44:40
3601	120	152	Mexico	2015-04-25 20:44:40	2015-04-25 20:44:46	2	2015-04-25 20:44:46
3602	111	152	Algeria	2015-04-25 20:44:46	2015-04-25 20:44:54	2	2015-04-25 20:44:54
3603	112	152	Spain	2015-04-25 20:44:54	2015-04-25 20:44:59	2	2015-04-25 20:44:59
3604	485	152	Star Wars	2015-04-25 20:45:18	2015-04-25 20:45:28	3	2015-04-25 20:45:28
3605	481	152	 Mary Poppins	2015-04-25 20:45:29	2015-04-25 20:45:35	3	2015-04-25 20:45:35
3606	487	152	 Peter Pan	2015-04-25 20:45:38	2015-04-25 20:45:49	2	2015-04-25 20:45:49
3607	483	152	 The Godfather	2015-04-25 20:45:50	2015-04-25 20:46:01	3	2015-04-25 20:46:01
3608	488	152	Cry Freedom	2015-04-25 20:46:05	2015-04-25 20:46:19	3	2015-04-25 20:46:19
3609	489	152	 2001: A Space Odyssey	2015-04-25 20:46:20	2015-04-25 20:46:35	3	2015-04-25 20:46:35
3610	490	152	 The Lion King	2015-04-25 20:46:38	2015-04-25 20:47:03	3	2015-04-25 20:47:03
3611	486	152	 Aliens	2015-04-25 20:47:04	2015-04-25 20:47:12	2	2015-04-25 20:47:12
3612	484	152	 Jurassic Park	2015-04-25 20:47:14	2015-04-25 20:47:31	2	2015-04-25 20:47:31
3613	482	152	 My Fair Lady	2015-04-25 20:47:33	2015-04-25 20:47:44	3	2015-04-25 20:47:44
3614	499	152	 The Theory of Everything	2015-04-25 20:47:47	2015-04-25 20:48:00	3	2015-04-25 20:48:00
3615	497	152	 Shrek	2015-04-25 20:48:03	2015-04-25 20:48:26	2	2015-04-25 20:48:26
3616	500	152	 The Grand Budapest Hotel	2015-04-25 20:48:29	2015-04-25 20:48:42	2	2015-04-25 20:48:42
3617	492	152	 American Beauty	2015-04-25 20:48:44	2015-04-25 20:49:00	2	2015-04-25 20:49:00
3618	498	152	 The Darjeeling Limited	2015-04-25 20:49:01	2015-04-25 20:49:20	2	2015-04-25 20:49:20
3619	495	152	 Star Wars: Episode 1 The Phantom Menace	2015-04-25 20:49:23	2015-04-25 20:49:30	3	2015-04-25 20:49:30
